rank_brand,brand,num_products,total_ratings,brand_weighted_score,simple_mean_product_rating
3023,cyrico,1,2688.0,4.397167010986557,4.4
3024,MISERWE,4,10505.0,4.397147509468426,4.4
3025,Brilliant,2,5291.0,4.397122021389008,4.4
3026,MetFun,1,74.0,4.397114767898661,4.5
3027,Yarrkc,1,74.0,4.397114767898661,4.5
3028,JYOS,1,74.0,4.397114767898661,4.5
3029,KUCHEY,4,347.0,4.397071854239581,4.625
3030,Noessla,3,330.0,4.39695664149715,4.533333333333334
3031,Xiboya textile,1,2495.0,4.396950469648104,4.4
3032,Globi,3,250.0,4.396927058021877,4.3999999999999995
3033,SC-jewelry,4,125.0,4.396807920973252,4.8
3034,QIANSE,25,5099.0,4.396802411207792,4.316
3035,Rinfit,7,10722.0,4.396735016958917,4.357142857142857
3036,Lisorie,6,357.0,4.3966641924272345,4.533333333333333
3037,letosan,3,721.0,4.39665310429508,4.3999999999999995
3038,Irtree,1,2243.0,4.396612378293647,4.4
3039,RONLLNA,6,1476.0,4.396551235009363,4.25
3040,Papinimo,24,1895.0,4.396464024213204,4.3625
